Observation_ID,Date,Year,Time,Behavior,Sender_ID,Sender_plumage_category,Sender_sex,Sender_age,Sender_age_exact,Receiver_ID,Receiver_sex,Receiver_age,Receiver_age_exact,Social_mate,Prev_breeding_group
OPP001,2015-06-02,2015,8H 9M 0S,Allopreening,JB4,Ornamented,M,3,exact,GG2,M,5,min,0,0
OPP002,2015-06-03,2015,10H 45M 0S,Courtship,JD6,Ornamented,M,3,min,EG1,F,3,exact,0,0
OPP003,2015-06-09,2015,7H 15M 0S,Allopreening,CI5,Unornamented,F,5,exact,ED4,M,4,exact,1,NA
OPP004,2015-06-19,2015,12H 22M 0S,Courtship,IC7,Ornamented,M,3,exact,CH6,F,2,exact,0,0
OPP005,2015-06-20,2015,9H 10M 0S,Chasing,GD9,Unornamented,F,3,exact,HI9,F,1,min,0,NA
OPP006,2015-06-21,2015,8H 38M 0S,Allopreening,FB6,Unornamented,M,1,exact,AJ6,F,3,min,0,0
OPP007,2015-06-21,2015,9H 45M 0S,Allopreening,HD2,Unornamented,F,1,exact,HB1,M,1,exact,0,0
OPP008,2015-06-21,2015,11H 0M 0S,Allopreening,BD3,Ornamented,M,2,exact,FI7,F,1,exact,NA,0
OPP009,2015-06-21,2015,11H 15M 0S,Chasing,BD3,Ornamented,M,2,exact,GJ7,M,1,exact,0,0
OPP010,2015-06-24,2015,10H 46M 0S,Chasing,GF1,Ornamented,M,2,exact,HA7,M,3,exact,0,0
OPP011,2015-06-24,2015,10H 58M 0S,Courtship,GJ8,Ornamented,M,3,exact,DI2,F,2,exact,1,1
OPP012,2015-06-25,2015,8H 30M 0S,Allopreening,EF3,Ornamented,M,4,exact,JJ5,F,5,min,0,1
OPP013,2015-06-25,2015,8H 34M 0S,Allopreening,HB1,Unornamented,M,1,exact,JJ5,F,5,min,0,1
OPP014,2015-06-26,2015,7H 27M 0S,Allopreening,JC3,Ornamented,M,2,exact,DA1,F,2,exact,1,0
OPP015,2015-06-30,2015,12H 12M 0S,Chasing,CF2,Ornamented,M,4,min,AD5,M,4,min,0,0
OPP016,2015-06-30,2015,12H 28M 0S,Allopreening,EF5,Unornamented,F,5,min,CF2,M,4,min,0,NA
OPP017,2015-07-01,2015,7H 45M 0S,Allopreening,JC5,Unornamented,F,5,min,AI0,M,2,exact,1,NA
OPP018,2015-07-01,2015,8H 6M 0S,Allopreening,JG2,Ornamented,M,4,exact,CH6,F,2,exact,1,NA
OPP019,2015-07-01,2015,8H 6M 0S,Chasing,JG2,Ornamented,M,4,exact,JJ2,M,1,exact,0,NA
OPP020,2015-07-01,2015,8H 58M 0S,Allopreening,FB6,Unornamented,M,1,exact,AJ6,F,3,min,0,0
OPP021,2015-07-01,2015,10H 44M 0S,Allopreening,BB5,Unornamented,M,3,exact,EC2,F,1,exact,1,NA
OPP022,2015-07-03,2015,7H 17M 0S,Allopreening,IC7,Ornamented,M,3,exact,DE5,F,4,min,1,1
OPP023,2015-07-03,2015,8H 6M 0S,Allopreening,EG6,Unornamented,M,2,exact,IB3,F,3,exact,1,0
OPP024,2015-07-03,2015,12H 52M 0S,Allopreening,FE9,Ornamented,M,5,min,IE0,F,2,exact,NA,1
OPP025,2015-07-04,2015,9H 59M 0S,Chasing,II5,Ornamented,M,3,exact,CE3,F,1,exact,0,0
OPP026,2015-07-04,2015,9H 59M 0S,Chasing,BD5,Ornamented,M,6,min,CE3,F,1,exact,0,0
OPP027,2015-07-04,2015,10H 6M 0S,Allopreening,JG7,Unornamented,M,2,exact,FD0,F,1,exact,0,0
OPP028,2015-07-04,2015,10H 37M 0S,Allopreening,JC4,Unornamented,M,1,exact,FD0,F,1,exact,NA,NA
OPP029,2015-07-04,2015,10H 41M 0S,Allopreening,AI0,Unornamented,M,2,exact,FA3,M,1,exact,0,NA
OPP030,2015-07-04,2015,10H 55M 0S,Chasing,FE9,Ornamented,M,5,min,AD6,M,4,min,NA,0
OPP031,2015-07-05,2015,8H 42M 0S,Allopreening,FA1,Ornamented,M,2,exact,JD9,F,2,exact,1,1
OPP032,2015-07-06,2015,11H 0M 0S,Courtship,DI0,Ornamented,M,4,exact,FD9,F,3,min,0,0
OPP033,2015-07-08,2015,9H 18M 0S,Allopreening,II1,Unornamented,F,3,min,AA1,M,3,min,1,NA
OPP034,2015-07-09,2015,8H 1M 0S,Chasing,ED4,Ornamented,M,4,exact,DG4,M,2,min,0,NA
OPP035,2015-07-09,2015,9H 4M 0S,Allopreening,JG2,Ornamented,M,4,exact,CH6,F,2,exact,1,NA
OPP036,2015-07-10,2015,9H 2M 0S,Allopreening,IB1,Unornamented,F,2,exact,IE6,M,2,exact,1,NA
OPP037,2015-07-11,2015,10H 51M 0S,Allopreening,FE9,Ornamented,M,5,min,IE0,F,2,exact,NA,1
OPP038,2015-07-15,2015,9H 58M 0S,Allopreening,ED4,Ornamented,M,4,exact,CI5,F,5,exact,1,NA
OPP039,2015-07-15,2015,11H 36M 0S,Courtship,HB5,Ornamented,M,5,min,CD7,F,1,exact,NA,0
OPP040,2015-07-15,2015,11H 36M 0S,Courtship,HB5,Ornamented,M,5,min,BE3,F,1,exact,NA,0
OPP041,2015-07-16,2015,9H 36M 0S,Allopreening,HI5,Unornamented,F,4,min,EE4,M,2,exact,0,0
OPP042,2015-07-16,2015,9H 57M 0S,Allopreening,DH5,Ornamented,M,4,min,EI4,F,4,min,NA,1
OPP043,2015-07-16,2015,9H 57M 0S,Courtship,DH5,Ornamented,M,4,min,EI4,F,4,min,NA,1
OPP044,2015-07-16,2015,10H 42M 0S,Courtship,GG2,Ornamented,M,5,min,AD7,F,3,min,0,0
OPP045,2015-07-16,2015,10H 47M 0S,Chasing,AA3,Ornamented,M,3,exact,HB0,F,3,min,1,1
OPP046,2015-07-16,2015,11H 26M 0S,Courtship,BD3,Ornamented,M,2,exact,FI7,F,1,exact,NA,0
OPP047,2015-07-16,2015,12H 27M 0S,Courtship,IA3,Ornamented,M,4,exact,GE6,M,1,exact,0,0
OPP048,2015-07-16,2015,12H 27M 0S,Courtship,IA3,Ornamented,M,4,exact,ID8,F,1,exact,0,0
OPP049,2015-07-18,2015,9H 8M 0S,Allopreening,AA7,Unornamented,F,3,min,CC3,M,2,min,1,0
OPP050,2015-07-18,2015,9H 30M 0S,Courtship,BJ9,Ornamented,M,3,min,DG0,M,1,exact,0,0
OPP051,2015-07-18,2015,9H 30M 0S,Courtship,BJ9,Ornamented,M,3,min,JA7,F,1,exact,0,0
OPP052,2015-07-18,2015,10H 57M 0S,Chasing,BD3,Ornamented,M,2,exact,IH2,M,2,exact,0,0
OPP053,2015-07-18,2015,10H 57M 0S,Courtship,IH2,Ornamented,M,2,exact,FI7,F,1,exact,0,0
OPP054,2015-07-18,2015,11H 27M 0S,Allopreening,FI7,Unornamented,F,1,exact,BD3,M,2,exact,NA,0
OPP055,2015-07-19,2015,11H 10M 0S,Allopreening,DG4,Unornamented,M,2,min,CH0,F,1,min,1,NA
OPP056,2015-07-21,2015,7H 19M 0S,Courtship,DH5,Ornamented,M,4,min,GD5,M,1,exact,0,0
OPP057,2015-07-21,2015,8H 23M 0S,Courtship,DH5,Ornamented,M,4,min,GD5,M,1,exact,0,0
OPP058,2015-07-21,2015,8H 55M 0S,Allopreening,EB7,Unornamented,F,1,exact,FD9,F,3,min,0,NA
OPP059,2015-07-21,2015,9H 21M 0S,Allopreening,AD5,Ornamented,M,4,min,CF2,M,4,min,0,0
OPP060,2015-07-21,2015,9H 23M 0S,Allopreening,DH5,Ornamented,M,4,min,EI4,F,4,min,NA,1
OPP061,2015-07-21,2015,9H 25M 0S,Allopreening,BB5,Unornamented,M,3,exact,EC2,F,1,exact,1,NA
OPP062,2015-07-23,2015,7H 25M 0S,Allopreening,IA3,Ornamented,M,4,exact,BC2,F,2,exact,0,0
OPP063,2015-07-23,2015,9H 55M 0S,Allopreening,EG6,Moulting,M,2,exact,IB3,F,3,exact,1,0
OPP064,2015-07-23,2015,12H 49M 0S,Allopreening,JD1,Unornamented,M,1,min,IB0,F,3,exact,0,0
OPP065,2015-07-24,2015,10H 38M 0S,Allopreening,EB2,Unornamented,F,2,exact,GG5,M,1,exact,0,1
OPP066,2015-07-24,2015,11H 21M 0S,Chasing,JJ9,Ornamented,M,4,exact,DB6,M,1,exact,NA,NA
OPP067,2015-07-24,2015,13H 3M 0S,Courtship,IE6,Ornamented,M,2,exact,AB3,NA,NA,NA,NA,NA
OPP068,2015-07-24,2015,14H 4M 0S,Allopreening,IA3,Ornamented,M,4,exact,BC2,F,2,exact,0,0
OPP069,2015-07-24,2015,15H 30M 0S,Allopreening,GA9,Unornamented,M,2,exact,EG1,F,3,exact,1,1
OPP070,2015-07-25,2015,8H 52M 0S,Courtship,JJ9,Ornamented,M,4,exact,HI5,F,4,min,0,0
OPP071,2015-07-25,2015,11H 14M 0S,Allopreening,JH6,Unornamented,F,1,exact,HH2,M,1,exact,NA,NA
OPP072,2015-07-25,2015,12H 29M 0S,Allopreening,FA1,Ornamented,M,2,exact,JD9,F,2,exact,1,1
OPP073,2015-07-25,2015,13H 0M 0S,Allopreening,FI8,Ornamented,M,2,min,EB7,F,1,exact,0,NA
OPP074,2015-07-26,2015,7H 39M 0S,Allopreening,JG2,Ornamented,M,4,exact,CH6,F,2,exact,1,NA
OPP075,2015-07-26,2015,7H 55M 0S,Allopreening,FE9,Ornamented,M,5,min,IE0,F,2,exact,NA,1
OPP076,2015-07-26,2015,8H 4M 0S,Allopreening,II5,Ornamented,M,3,exact,EH4,F,3,exact,1,1
OPP077,2015-07-26,2015,8H 7M 0S,Allopreening,DB6,Unornamented,M,1,exact,HG3,F,6,min,NA,NA
OPP078,2015-07-26,2015,8H 8M 0S,Allopreening,JG2,Ornamented,M,4,exact,CH6,F,2,exact,1,NA
OPP079,2015-07-26,2015,9H 6M 0S,Allopreening,HB1,Unornamented,M,1,exact,DE6,F,4,min,1,0
OPP080,2015-07-26,2015,10H 38M 0S,Courtship,JC3,Ornamented,M,2,exact,HD0,M,1,exact,0,0
OPP081,2015-07-26,2015,10H 38M 0S,Courtship,JC3,Ornamented,M,2,exact,CF3,F,1,exact,0,0
OPP082,2015-07-26,2015,10H 38M 0S,Courtship,JC3,Ornamented,M,2,exact,HI5,F,4,min,0,0
OPP083,2015-07-26,2015,10H 38M 0S,Courtship,JD6,Ornamented,M,3,min,HD0,M,1,exact,0,0
OPP084,2015-07-26,2015,10H 38M 0S,Courtship,JD6,Ornamented,M,3,min,CF3,F,1,exact,0,0
OPP085,2015-07-26,2015,10H 38M 0S,Courtship,JD6,Ornamented,M,3,min,HI5,F,4,min,0,0
OPP086,2015-07-27,2015,7H 0M 0S,Allopreening,GA9,Unornamented,M,2,exact,EG1,F,3,exact,1,1
OPP087,2015-07-27,2015,9H 19M 0S,Courtship,BJ9,Ornamented,M,3,min,JC2,F,1,exact,0,0
OPP088,2015-07-27,2015,9H 19M 0S,Courtship,BJ9,Ornamented,M,3,min,GB5,M,1,exact,0,0
OPP089,2015-07-27,2015,9H 19M 0S,Courtship,BJ9,Ornamented,M,3,min,AG6,M,1,exact,0,0
OPP090,2015-07-27,2015,9H 19M 0S,Courtship,BJ9,Ornamented,M,3,min,BE9,F,2,exact,1,1
OPP091,2015-07-27,2015,9H 39M 0S,Courtship,BJ9,Ornamented,M,3,min,GB5,M,1,exact,0,0
OPP092,2015-07-27,2015,9H 39M 0S,Courtship,BJ9,Ornamented,M,3,min,AG6,M,1,exact,0,0
OPP093,2015-07-27,2015,9H 39M 0S,Courtship,BJ9,Ornamented,M,3,min,BE9,F,2,exact,1,1
OPP094,2015-07-27,2015,9H 55M 0S,Allopreening,DC9,Unornamented,M,1,exact,GG3,F,1,exact,NA,NA
OPP095,2015-07-28,2015,8H 37M 0S,Chasing,DH7,Unornamented,M,1,exact,HH7,F,1,exact,0,0
OPP096,2015-07-28,2015,8H 37M 0S,Chasing,HE3,Unornamented,F,1,exact,HH7,F,1,exact,0,NA
OPP097,2015-07-28,2015,8H 37M 0S,Allopreening,DH7,Unornamented,M,1,exact,HE3,F,1,exact,1,0
OPP098,2015-07-28,2015,8H 47M 0S,Chasing,DH7,Unornamented,M,1,exact,HH7,F,1,exact,0,0
OPP099,2015-07-28,2015,8H 47M 0S,Chasing,HE3,Unornamented,F,1,exact,HH7,F,1,exact,0,NA
OPP100,2015-07-28,2015,8H 47M 0S,Chasing,AD6,Ornamented,M,4,min,HH7,F,1,exact,0,NA
OPP101,2015-07-28,2015,NA,Allopreening,HI5,Unornamented,F,4,min,DC0,M,1,exact,1,0
OPP102,2015-07-29,2015,8H 26M 0S,Courtship,CF2,Ornamented,M,4,min,AF1,F,1,exact,0,NA
OPP103,2015-07-29,2015,8H 26M 0S,Courtship,CF2,Ornamented,M,4,min,EC6,M,2,exact,0,0
OPP104,2015-07-30,2015,7H 33M 0S,Allopreening,HA7,Ornamented,M,3,exact,DC9,M,1,exact,0,0
OPP105,2015-07-30,2015,7H 33M 0S,Allopreening,HA7,Ornamented,M,3,exact,JD1,M,1,min,0,0
OPP106,2015-07-30,2015,8H 9M 0S,Allopreening,JJ5,Unornamented,F,5,min,HD2,F,1,exact,0,0
OPP107,2015-07-30,2015,8H 17M 0S,Allopreening,BG1,Ornamented,M,4,exact,AF3,F,4,min,0,NA
OPP108,2015-07-30,2015,10H 13M 0S,Courtship,II5,Ornamented,M,3,exact,DB6,M,1,exact,0,0
OPP109,2015-07-30,2015,10H 22M 0S,Chasing,IE6,Ornamented,M,2,exact,FC4,F,1,exact,0,NA
OPP110,2015-07-30,2015,11H 24M 0S,Allopreening,CE5,Ornamented,M,2,min,BG0,F,4,min,1,0
OPP111,2015-07-30,2015,11H 24M 0S,Allopreening,CE5,Ornamented,M,2,min,BG0,F,4,min,1,0
OPP112,2015-07-30,2015,11H 29M 0S,Chasing,DH5,Ornamented,M,4,min,CE5,M,2,min,0,0
OPP113,2015-07-30,2015,11H 29M 0S,Chasing,DH5,Ornamented,M,4,min,FC4,F,1,exact,NA,0
OPP114,2015-07-30,2015,11H 29M 0S,Chasing,EI4,Unornamented,F,4,min,CE5,M,2,min,0,0
OPP115,2015-07-30,2015,11H 29M 0S,Chasing,EI4,Unornamented,F,4,min,FC4,F,1,exact,NA,0
OPP116,2015-07-30,2015,11H 29M 0S,Courtship,CE5,Ornamented,M,2,min,FC4,F,1,exact,0,0
OPP117,2015-07-30,2015,11H 46M 0S,Allopreening,GD5,Unornamented,M,1,exact,JC0,F,1,exact,0,0
OPP118,2015-07-31,2015,7H 54M 0S,Allopreening,JC2,Unornamented,F,1,exact,AG6,M,1,exact,NA,NA
OPP119,2015-07-31,2015,7H 54M 0S,Allopreening,HB2,Unornamented,F,1,exact,DG0,M,1,exact,0,NA
OPP120,2015-07-31,2015,9H 28M 0S,Courtship,IH2,Ornamented,M,2,exact,EB5,F,4,min,1,1
OPP121,2015-07-31,2015,10H 56M 0S,Allopreening,FD0,Unornamented,F,1,exact,JC4,M,1,exact,NA,NA
OPP122,2015-07-31,2015,11H 32M 0S,Allopreening,HJ5,Unornamented,F,1,min,DG3,M,2,min,NA,NA
OPP123,2015-07-31,2015,11H 42M 0S,Allopreening,BH7,Unornamented,F,2,exact,BC0,M,2,exact,1,NA
OPP124,2015-08-01,2015,7H 33M 0S,Allopreening,CF3,Unornamented,F,1,exact,HD0,M,1,exact,0,NA
OPP125,2015-08-01,2015,9H 27M 0S,Chasing,HH2,Unornamented,M,1,exact,DC9,M,1,exact,NA,NA
OPP126,2015-08-02,2015,7H 59M 0S,Allopreening,JB4,Ornamented,M,3,exact,HA9,M,1,exact,0,NA
OPP127,2015-08-02,2015,12H 29M 0S,Allopreening,IA3,Ornamented,M,4,exact,BC2,F,2,exact,0,0
OPP128,2015-08-02,2015,12H 36M 0S,Allopreening,GE6,Unornamented,M,1,exact,IB1,F,2,exact,0,NA
OPP129,2015-08-02,2015,12H 36M 0S,Allopreening,GE6,Unornamented,M,1,exact,IE6,M,2,exact,0,NA
OPP130,2015-08-08,2015,16H 9M 0S,Courtship,CC3,Ornamented,M,2,min,JC4,M,1,exact,0,NA
OPP131,2015-08-08,2015,16H 54M 0S,Chasing,AD9,Ornamented,M,3,exact,EG5,F,1,min,NA,NA
OPP132,2015-08-16,2015,8H 43M 0S,Chasing,BD0,Ornamented,NA,NA,NA,IC4,M,2,exact,NA,NA
OPP133,2015-08-16,2015,8H 57M 0S,Courtship,BD0,Ornamented,NA,NA,NA,JH7,F,1,exact,NA,NA
OPP134,2015-08-16,2015,9H 56M 0S,Courtship,CE5,Ornamented,M,2,min,BG0,F,4,min,1,0
OPP135,2015-08-16,2015,9H 56M 0S,Courtship,CE5,Ornamented,M,2,min,BG0,F,4,min,1,0
OPP136,2015-08-16,2015,10H 53M 0S,Allopreening,HI5,Unornamented,F,4,min,DC0,M,1,exact,1,0
OPP137,2015-08-16,2015,10H 53M 0S,Allopreening,AD6,Ornamented,M,4,min,CA0,F,5,exact,0,NA
OPP138,2015-08-16,2015,10H 53M 0S,Chasing,AD6,Ornamented,M,4,min,DH7,M,1,exact,0,0
OPP139,2015-08-16,2015,10H 53M 0S,Chasing,CA0,Unornamented,F,5,exact,DH7,M,1,exact,0,0
OPP140,2015-08-16,2015,11H 8M 0S,Allopreening,EE4,Ornamented,M,2,exact,GE4,F,1,exact,1,NA
OPP141,2015-08-17,2015,13H 40M 0S,Chasing,BI2,Unornamented,M,1,exact,AJ6,F,3,min,0,0
OPP142,2015-08-17,2015,13H 40M 0S,Chasing,FE9,Ornamented,M,5,min,AJ6,F,3,min,0,0
OPP143,2015-08-17,2015,13H 54M 0S,Allopreening,GG5,Unornamented,M,1,exact,IB8,M,3,exact,0,1
OPP144,2015-08-18,2015,8H 51M 0S,Chasing,BJ9,Ornamented,M,3,min,IF1,F,4,min,0,0
OPP145,2015-08-18,2015,8H 51M 0S,Courtship,BJ9,Ornamented,M,3,min,IF1,F,4,min,0,0
OPP146,2015-08-18,2015,8H 51M 0S,Chasing,HA7,Unornamented,M,3,exact,BJ9,M,3,min,0,0
